title,artist,beat_count,bpm,key,key_scale,average_loudness,length,energy,speechiness,acousticness,instrumentalness,liveness,danceability,loudness,valence,time_signature,timbre,tonal_atonal,voice_instrumental,mood_sad,mood_relaxed,mood_party,mood_happy,mood_electronic,mood_aggressive,mood_acoustic
Dear Prudence,The Beatles,708,144.91545105,C,major,0.496557533741,284.160003662,0.529,0.0436,0.16,0.0681,0.108,0.388,-10.533,0.332,-10.533,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Thunder Road,Bruce Springsteen | The E Street Band,699,114.112876892,F,major,0.00729174166918,392.333068848,0.758,0.0364,0.623,1.78e-05,0.531,0.369,-5.871,0.663,-5.871,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Strutter ’78,KISS,473,128.969802856,A#,minor,0.736882269382,220.63999939,0.701,0.0536,0.153,0.0111,0.409,0.669,-7.173,0.922,-7.173,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Why Can't I Be You,The Cure,358,104.946434021,A#,major,0.070591211319,203.520004272,0.949,0.048,0.461,8.56e-06,0.0522,0.629,-4.664,0.719,-4.664,bright,tonal,voice,sad,relaxed,not_party,not_happy,electronic,aggressive,acoustic
Royals,Bruce Springsteen | The E Street Band,661,172.265731812,G,major,0.182096242905,291.500396729,0.259,0.0509,0.882,0.817,0.112,0.62,-15.436,0.153,-15.436,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Scary Monsters (and Super Creeps),David Bowie,577,154.940505981,E,major,0.920929551125,222.586486816,0.743,0.0507,0.273,0.000406,0.258,0.71,-10.553,0.866,-10.553,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Isso para mim é perfume,Titãs,322,96.1283493042,E,minor,0.889844357967,199.026931763,0.942,0.0699,0.00168,2.74e-05,0.115,0.361,-10.794,0.673,-10.794,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Wait Till Your Boat Goes Down,XTC,573,133.991729736,A,major,0.632853388786,260.82131958,0.678,0.035,0.136,6.53e-06,0.0888,0.662,-7.522,0.562,-7.522,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
The Last Farewell,Elvis Presley,339,83.2866973877,F,major,0.695048213005,243.931427002,0.346,0.0316,0.847,0.518,0.194,0.47,-14.627,0.462,-14.627,bright,tonal,voice,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Take It Back,Pink Floyd,692,112.283111572,G,major,0.696186304092,372.355194092,0.602,0.0289,0.133,0.00613,0.273,0.469,-11.156,0.131,-11.156,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Arthur,The Kinks,663,123.336685181,C#,minor,0.92926132679,323.13470459,0.955,0.045,0.00229,1.49e-05,0.121,0.547,-4.532,0.872,-4.532,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Surfin’ Safari,The Beach Boys,334,155.570053101,A,major,0.918813467026,127.242446899,0.785,0.0439,0.795,2.3e-05,0.102,0.542,-5.251,0.967,-5.251,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Diamonds & Rust,Judas Priest,415,100.830482483,E,minor,0.0101498179138,234.866943359,0.875,0.0951,0.0691,0,0.102,0.469,-5.072,0.377,-5.072,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Stay the Night,Green Day,769,172.265350342,D,major,0.942394435406,280.42666626,0.958,0.053,0.000116,0.000904,0.0677,0.371,-4.089,0.6,-4.089,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
Down on the Farm,Guns N’ Roses,575,164.389633179,G#,major,0.935942828655,211.093338013,0.991,0.148,0.000114,0.000109,0.631,0.425,-2.375,0.186,-2.375,dark,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Miss You,The Rolling Stones,526,109.728538513,D,minor,0.663343310356,288.444091797,0.71,0.0392,0.443,0.0215,0.344,0.795,-4.746,0.845,-4.746,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Back in N.Y.C.,Genesis,587,83.2709655762,D,major,0.844206929207,339.069396973,0.803,0.077,0.186,7.03e-06,0.124,0.398,-6.241,0.652,-6.241,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Magnolia,Eric Clapton & Friends,543,148.015670776,F,major,0.90298897028,221.570617676,0.234,0.0424,0.63,0.141,0.0957,0.54,-15.193,0.359,-15.193,bright,tonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Untitled,Pearl Jam,247,120.983474731,G,major,0.705440580845,120.711837769,0.241,0.0295,0.949,0.00368,0.402,0.38,-12.277,0.146,-12.277,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
One Way or Another,Blondie,622,162.324768066,D,major,0.953368663788,231.5493927,0.922,0.0655,0.0532,3.86e-06,0.0768,0.442,-5.086,0.855,-5.086,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Benny and the Jets,Elton John,690,132.043045044,C,major,0.365168184042,315.062866211,0.604,0.0362,0.368,6.46e-06,0.328,0.764,-10.384,0.548,-10.384,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
Rock! Rock! (Till You Drop),Def Leppard,519,133.218719482,D,minor,0.930087447166,235.148483276,0.94,0.0539,0.000486,0.0163,0.074,0.557,-5.692,0.451,-5.692,bright,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Toys in the Attic,Aerosmith,515,97.7909851074,E,minor,0.952706456184,305.789398193,0.928,0.0697,0.001,2.43e-06,0.341,0.219,-9.997,0.446,-9.997,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Walking on the Moon,The Police,726,146.452667236,F,major,0.784507334232,301.374694824,0.34,0.0537,0.00142,0.0173,0.213,0.514,-12.779,0.269,-12.779,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Ages of You,R.E.M.,601,163.27696228,A,major,0.921475946903,224.287353516,0.679,0.0476,0.000202,0.00146,0.139,0.478,-14.087,0.746,-14.087,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
The Vatican,Sepultura,799,115.065826416,A#,major,0.90845900774,393.039459229,0.991,0.284,1.55e-05,0.766,0.0747,0.242,-6.01,0.0432,-6.01,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
All Around My Hat,Status Quo,428,140.741134644,G,major,0.936023950577,185.600006104,0.827,0.0296,0.0369,6.26e-05,0.348,0.499,-5.499,0.653,-5.499,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
I Wanna Be Your Boyfriend (demo),Ramones,398,131.766281128,D,major,0.934495866299,181.039993286,0.843,0.0345,0.00231,0,0.0608,0.617,-5.201,0.562,-5.201,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Paranoid,Black Sabbath,456,163.395858765,A,minor,0.946866571903,168,0.658,0.0696,4.52e-05,0.000735,0.176,0.415,-12.051,0.45,-12.051,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,aggressive,not_acoustic
The Real Me,The Who,498,148.687515259,F,minor,0.919576048851,200.673721313,0.932,0.118,0.0585,0.00493,0.347,0.491,-7.028,0.569,-7.028,dark,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
He Knows You Know,Marillion,699,155.456985474,A,minor,0.704604744911,323.533325195,0.706,0.107,0.00537,0.0089,0.203,0.388,-8.839,0.362,-8.839,dark,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
I Know How to Die,Motörhead,343,110.634101868,G#,minor,0.960700154305,186.096328735,0.994,0.0792,0.00097,0.000363,0.269,0.424,-3.596,0.372,-3.596,dark,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Heroes Are to Find,Fleetwood Mac,354,99.127204895,D,major,0.892664670944,214.83102417,0.751,0.0279,0.172,0.000258,0.203,0.652,-8.541,0.922,-8.541,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Let Me Down Easy,The Stranglers,534,127.966316223,A,major,0.933874130249,250.827758789,0.566,0.0285,0.00681,0.00972,0.0681,0.635,-10.245,0.793,-10.245,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
Hammer to Fall,Queen,477,128.944274902,A,major,0.884025275707,220.316741943,0.789,0.0905,0.317,3.4e-05,0.128,0.429,-4.948,0.51,-4.948,bright,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Magic,Coldplay,443,93.4543914795,A,major,0.930883169174,285.048156738,0.483,0.0403,0.0262,0.616,0.106,0.738,-8.915,0.355,-8.915,bright,atonal,voice,sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
I Fought the Law,The Clash,400,154.45199585,D,major,0.962707579136,154.319824219,0.9,0.0545,0.00539,4.09e-05,0.14,0.525,-6.815,0.883,-6.815,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
No Remorse,Metallica,641,91.4437789917,A,major,0.408558100462,337.711029053,0.915,0.163,0.000297,0.346,0.362,0.296,-5.979,0.245,-5.979,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Midnight,T. Rex,393,172.265533447,C,major,0.942520260811,167.47102356,0.917,0.176,0.00109,0.000169,0.324,0.245,-7.159,0.389,-7.159,bright,tonal,instrumental,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
World War (live),UK Subs,210,120.488510132,E,minor,0.965772032738,106.579589844,0.984,0.276,0.019,0,0.168,0.267,-5.586,0.0716,-5.586,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Melody Fair,Bee Gees,620,162.981399536,D,major,0.81133300066,230.19102478,0.423,0.0239,0.0274,0,0.0785,0.449,-8.535,0.453,-8.535,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Angel of the Morning,The Pretenders,460,85.1447219849,A,major,0.592772483826,315.92489624,0.477,0.155,0.15,1.8e-06,0.344,0.335,-9.093,0.475,-9.093,bright,atonal,voice,sad,not_relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Not That Way at All,The Hollies,369,133.077941895,C,major,0.832075297832,167.941223145,0.617,0.0304,0.0217,5.92e-05,0.406,0.5,-7.91,0.335,-7.91,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
"Primobile (Lifer, Kilimanjaro dub)",Killing Joke,617,90.8725814819,F,major,0.172675088048,362.893737793,0.537,0.0355,0.012,0.414,0.301,0.32,-9.774,0.138,-9.774,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Two Story Town,Bon Jovi,489,94.4400100708,F,major,0.876321494579,311.536315918,0.732,0.033,0.0273,0,0.52,0.529,-6.201,0.506,-6.201,dark,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
It’s Not You,Buzzcocks,383,146.040542603,A,minor,0.946564018726,161.201629639,0.859,0.0342,9.26e-06,0.143,0.0908,0.436,-7.08,0.349,-7.08,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Just Can’t Get Enough,Depeche Mode,783,125.773109436,C,major,0.973349452019,375.092254639,0.766,0.0348,0.41,0.0527,0.177,0.765,-9.374,0.923,-9.374,bright,tonal,instrumental,not_sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,not_acoustic
The Young Ones,Cliff Richard,426,135.840042114,G,major,0.92724519968,189.98399353,0.582,0.0292,0.505,4.04e-06,0.168,0.425,-5.948,0.808,-5.948,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
I Don't Mind,The Moody Blues,574,164.741012573,G,minor,0.947188019753,210.651428223,0.545,0.0348,0.672,0.0125,0.113,0.389,-7.039,0.419,-7.039,dark,tonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Almost,Bowling for Soup,479,139.94354248,E,major,0.931545972824,206.288986206,0.882,0.0394,0.000784,0,0.186,0.546,-4.019,0.64,-4.019,bright,atonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Light Up & Let Go,Faith No More,297,129.199920654,E,major,0.964091181755,138.173339844,0.922,0.146,8.33e-05,0.603,0.0901,0.504,-4.05,0.281,-4.05,dark,atonal,voice,not_sad,relaxed,not_party,happy,electronic,aggressive,not_acoustic
Geronimo,The Shadows,326,138.578826904,A,minor,0.937734007835,142.027755737,0.638,0.0324,0.678,0.0959,0.0525,0.495,-8.214,0.534,-8.214,bright,atonal,instrumental,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Annie Christian,Prince,497,99.8067016602,F,major,0.366764992476,298.266662598,0.299,0.158,0.00674,0.000559,0.113,0.576,-18.81,0.331,-18.81,dark,atonal,voice,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Karma Police,Radiohead,652,150.549163818,G,major,0.921721100807,261.442169189,0.505,0.026,0.0626,9.22e-05,0.172,0.36,-9.129,0.317,-9.129,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Gaudete (Dave Audé extended club mix),Erasure,851,128.004592896,G,minor,0.939767599106,398.959991455,0.895,0.057,0.00351,0.266,0.0291,0.619,-4.288,0.331,-4.288,dark,tonal,instrumental,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
House of the Rising Sun,Bob Dylan,265,97.8345870972,A,minor,0.59535831213,162.011428833,0.393,0.0377,0.0593,0.0115,0.105,0.249,-8.615,0.158,-8.615,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Leah,Roy Orbison,272,100.904052734,G#,minor,0.520123422146,163.082443237,0.372,0.0305,0.844,4.37e-05,0.0706,0.632,-9.515,0.42,-9.515,dark,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Psi Power,Hawkwind,990,161.657684326,C,major,0.861966788769,382.014678955,0.876,0.0305,0.373,0.00485,0.452,0.626,-8.136,0.923,-8.136,bright,atonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Did You Make It Safe?,New Model Army,584,162.736877441,A#,major,0.94770860672,223.529800415,0.812,0.137,0.362,0.000212,0.105,0.667,-8.15,0.641,-8.15,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Fool for Your Lovin',Whitesnake,531,125.888793945,A,minor,0.954724550247,252.682449341,0.943,0.0403,0.00171,4.1e-05,0.253,0.503,-4.951,0.536,-4.951,dark,tonal,voice,not_sad,not_relaxed,not_party,not_happy,not_electronic,aggressive,not_acoustic
Come Talk to Me,Peter Gabriel,616,110.139686584,D,minor,0.848436236382,323.895141602,0.648,0.044,0.211,0.0506,0.281,0.502,-11.275,0.517,-11.275,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
E.T.I. (Extraterrestrial Intelligence),Blue Öyster Cult,516,96.4717254639,A,major,0.90636742115,314.958374023,0.881,0.0354,0.000839,0.0256,0.967,0.401,-6.734,0.587,-6.734,bright,tonal,voice,not_sad,not_relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
The Wickerman,Iron Maiden,452,101.432220459,A,minor,0.979836821556,269.818786621,0.964,0.0755,0.000666,0,0.153,0.419,-4.059,0.255,-4.059,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Tonights's the Night (Gonna Be Alright),Rod Stewart,797,172.265029907,G,major,0.735950469971,275.826934814,0.514,0.0523,0.336,0.125,0.382,0.55,-12.617,0.724,-12.617,bright,tonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Chess Piece Face,They Might Be Giants,170,143.277160645,E,minor,0.766577005386,72.724899292,0.242,0.228,0.597,0,0.26,0.801,-15.94,0.821,-15.94,bright,atonal,voice,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Modern Man Blues,10cc,532,80.0062866211,F,major,0.755239784718,332.666656494,0.631,0.067,0.0559,0.043,0.093,0.566,-10.194,0.786,-10.194,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
"A Little Bit Me, A Little Bit You",The Monkees,205,78.753692627,F,major,0.733304977417,157.022033691,0.818,0.0425,0.114,0.316,0.0999,0.609,-4.62,0.922,-4.62,bright,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Problems,The Everly Brothers,252,128.203918457,B,major,0.901251852512,119.093330383,0.43,0.0346,0.764,0,0.0863,0.738,-10.93,0.867,-10.93,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
C'Mon Everybody,Sex Pistols,224,88.630279541,A,minor,0.885299682617,138.057144165,0.547,0.0323,0.404,0.955,0.119,0.37,-5.017,0.661,-5.017,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
The Six Teens,The Sweet,442,92.4756088257,F#,minor,0.750672101974,243.36000061,0.748,0.0512,0.0897,0,0.129,0.406,-9.216,0.614,-9.216,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
One Way,Levellers,373,108.803718567,G,major,0.969070732594,205.191833496,0.872,0.0355,0.00146,1.48e-05,0.235,0.411,-6.787,0.959,-6.787,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
Loss of Control,Van Halen,396,147.470901489,A#,minor,0.749447524548,158.903915405,0.966,0.0626,0.00219,0.00452,0.186,0.316,-7.142,0.293,-7.142,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Mistreated,Rainbow,1044,144.059356689,F#,minor,0.917366027832,434.468566895,0.477,0.048,0.0887,0.0135,0.546,0.354,-11.322,0.309,-11.322,dark,tonal,instrumental,not_sad,not_relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
Sweet Talkin' Woman,Electric Light Orchestra,461,120.865638733,C,major,0.880002319813,230.426116943,0.611,0.0298,0.513,0,0.093,0.609,-9.208,0.916,-9.208,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Clap (studio version),Yes,482,110.926116943,D,major,0.251073658466,241.99836731,0.239,0.075,0.789,0.864,0.361,0.505,-18.163,0.49,-18.163,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Instant Karma!,John Lennon | The Plastic Ono Band,401,120.163887024,A#,minor,0.683920681477,201.560821533,0.931,0.116,0.000899,0.00149,0.0631,0.624,-9.988,0.14,-9.988,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Help,The Damned,283,163.046432495,A,major,0.908875346184,106.997550964,0.95,0.112,0.0917,0,0.376,0.423,-10.638,0.306,-10.638,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Waiting for My Man,Lou Reed,802,106.414642334,G,major,0.689479649067,426.318359375,0.872,0.0772,0.0916,0.0015,0.808,0.179,-6.551,0.663,-6.551,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Porque Você não Estava Aqui,Biquini Cavadão,497,104.176574707,A,major,0.943583190441,286.902862549,0.474,0.0834,0.0146,0.00018,0.133,0.868,-13.989,0.744,-13.989,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Black Night,Deep Purple,643,148.921142578,A,minor,0.944317519665,262.973327637,0.787,0.0734,0.165,0.522,0.17,0.497,-11.039,0.812,-11.039,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,aggressive,not_acoustic
King Is White and in the Crowd,Simple Minds,730,103.702972412,E,minor,0.355189532042,423.183685303,0.464,0.0313,0.086,0.434,0.0686,0.76,-13.73,0.658,-13.73,dark,atonal,instrumental,not_sad,relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Ballad of Easy Rider,The Byrds,197,97.0047912598,D,major,0.897788286209,123.818954468,0.635,0.0667,0.66,0.0519,0.273,0.411,-11.645,0.755,-11.645,bright,tonal,instrumental,sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Aos pés da cruz,Gilberto Gil,270,84.3335876465,A,minor,0.889899373055,195.239181519,0.3,0.099,0.9,0.208,0.117,0.732,-15.131,0.55,-15.131,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Stranger in the House,Elvis Costello,392,90.3315124512,A,major,0.703714609146,255.242446899,0.461,0.115,0.53,9.61e-05,0.392,0.421,-12.455,0.475,-12.455,bright,atonal,voice,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
The Great Depression (live),The Jam,507,154.765426636,G#,minor,0.965745031834,196.986663818,0.942,0.0469,0.0275,1.1e-06,0.697,0.393,-4.868,0.947,-4.868,dark,tonal,instrumental,not_sad,not_relaxed,not_party,happy,not_electronic,aggressive,not_acoustic
Sweet Dreams,Marilyn Manson,478,92.5759887695,C,minor,0.913180232048,292.124450684,0.664,0.0379,0.0039,0.65,0.239,0.222,-5.242,0.101,-5.242,dark,atonal,voice,not_sad,not_relaxed,not_party,not_happy,electronic,aggressive,not_acoustic
Banbeye,Santana,1122,122.699684143,D,major,0.709981679916,622.628601074,0.723,0.0318,0.248,0.779,0.103,0.68,-13.253,0.734,-13.253,bright,tonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
The End,The Doors,747,105.182388306,D,major,0.0636011138558,390.350646973,0.302,0.0291,0.163,9.17e-05,0.14,0.347,-12.104,0.0332,-12.104,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
Wasteland,Gary Numan | Ade Fenton,494,99.6737442017,D,minor,0.00440976209939,243.199996948,0.164,0.0353,0.6,0.934,0.109,0.258,-18.182,0.132,-18.182,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
Shake Down the Stars,Ella Fitzgerald,283,94.2492904663,D,minor,0.257540225983,165.860137939,0.11,0.0334,0.913,1.1e-05,0.218,0.484,-11.782,0.505,-11.782,dark,atonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
To Try for the Sun,Donovan,397,109.621856689,B,major,0.753143072128,220.554077148,0.282,0.0316,0.831,0.0724,0.0874,0.523,-16.588,0.628,-16.588,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,electronic,not_aggressive,acoustic
His Last Voyage,Gentle Giant,750,111.719810486,F,major,0.832881510258,386.690612793,0.351,0.0334,0.744,0.872,0.107,0.408,-11.736,0.435,-11.736,bright,atonal,instrumental,not_sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
Speed of Sound,Uriah Heep,640,133.01852417,D,major,0.945169746876,293.839996338,0.872,0.0418,0.000514,0.000128,0.0967,0.482,-5.295,0.218,-5.295,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Milk It,Nirvana,454,113.210845947,C#,major,0.835354447365,236.382034302,0.524,0.0474,0.00064,0.0221,0.131,0.468,-12.38,0.537,-12.38,dark,atonal,voice,not_sad,relaxed,party,happy,electronic,not_aggressive,not_acoustic
Ode to a Koala Bear,Paul McCartney,419,110.12903595,C,major,0.884572207928,226.34664917,0.532,0.0256,0.17,5.68e-05,0.206,0.589,-11.925,0.725,-11.925,bright,tonal,voice,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
Listen to What the Man Said,Wings,457,123.832267761,G,major,0.905642330647,220.705673218,0.54,0.0405,0.0328,4.17e-05,0.277,0.502,-10.624,0.531,-10.624,bright,tonal,voice,sad,not_relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Reeperbahn Stomp,Saxon,558,163.756317139,C#,minor,0.695589065552,206.915924072,0.832,0.0574,0.0156,0.00678,0.327,0.27,-8.454,0.549,-8.454,dark,atonal,voice,not_sad,not_relaxed,party,not_happy,electronic,not_aggressive,not_acoustic
Black Throated Wind,Grateful Dead,837,142.769821167,A,major,0.465822577477,355.880004883,0.481,0.0392,0.75,0.1,0.115,0.544,-11.441,0.569,-11.441,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,not_electronic,not_aggressive,acoustic
Millennium,Robbie Williams,375,91.2242660522,C#,major,0.925537467003,247.640823364,0.902,0.0471,0.0556,0,0.196,0.545,-5.302,0.777,-5.302,dark,atonal,voice,not_sad,not_relaxed,party,happy,electronic,not_aggressive,not_acoustic
Automatic Lover (live),The Vibrators,437,163.068008423,A,major,0.965294659138,163.422042847,0.929,0.0549,0.000142,0.0147,0.654,0.207,-7.994,0.427,-7.994,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
The Worst Person,New Found Glory,323,92.2721252441,F#,minor,0.948744237423,210.756988525,0.976,0.136,0.00372,0.00144,0.391,0.409,-3.682,0.767,-3.682,dark,atonal,instrumental,not_sad,relaxed,not_party,not_happy,electronic,not_aggressive,not_acoustic
McGrupp and the Watchful Hosemasters,Phish,902,93.6107635498,A,major,0.8995911479,517.564086914,0.747,0.04,0.234,0.221,0.683,0.41,-8.537,0.438,-8.537,bright,tonal,instrumental,not_sad,relaxed,not_party,happy,electronic,not_aggressive,not_acoustic
Swingin' Party,The Replacements,448,117.182754517,A,major,0.649277448654,231.314285278,0.69,0.0454,0.0224,0,0.147,0.647,-8.657,0.682,-8.657,bright,tonal,voice,not_sad,not_relaxed,party,happy,not_electronic,not_aggressive,not_acoustic
Yes,Manic Street Preachers,747,140.931442261,E,major,0.934907913208,319.373321533,0.862,0.0315,0.000809,3.87e-05,0.393,0.507,-4.111,0.585,-4.111,dark,tonal,instrumental,not_sad,not_relaxed,party,happy,not_electronic,aggressive,not_acoustic
Ronald Reagan Killed the Black Dahlia,The Dead Milkmen,256,172.265640259,C,major,0.969573736191,91.1934661865,0.951,0.127,0.0206,0.00281,0.0653,0.409,-3.903,0.735,-3.903,bright,tonal,voice,not_sad,not_relaxed,party,not_happy,not_electronic,not_aggressive,not_acoustic
Grand Hotel,Kid Abelha,413,117.037559509,A#,major,0.83557933569,209.371429443,0.491,0.0284,0.0428,0.00664,0.119,0.705,-10.425,0.294,-10.425,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,not_acoustic
A Soapbox Opera,Supertramp,564,115.298828125,E,minor,0.158049434423,300,0.326,0.0368,0.478,0.00851,0.542,0.535,-12.019,0.0734,-12.019,bright,tonal,instrumental,sad,relaxed,not_party,not_happy,not_electronic,not_aggressive,acoustic
